Version	Date	Time	Author	Comment
769	02-Dec-2021	14:50	Philip Swannell	xVADashboard now updated when running in PVOnly mode, though column for number of trades not populated thanks to deficiency in Julia code.
768	02-Dec-2021	14:19	Philip Swannell	Updated ToDo list.
767	02-Dec-2021	14:17	Philip Swannell	Ran AmendVBA code to clean up declarations.
766	02-Dec-2021	13:56	Philip Swannell	AP_Results renamed to GetResultsFromJulia.
765	02-Dec-2021	11:56	Philip Swannell	Re-wrote method AP_Results, old version not yet deleted.
764	01-Dec-2021	18:00	Philip Swannell	Updated ToDo list
763	01-Dec-2021	17:52	Philip Swannell	Method ConstructDashboardVBA now reads gResults2.
762	01-Dec-2021	11:01	Philip Swannell	Formatting change on Config sheet.
761	01-Dec-2021	07:11	Philip Swannell	Added to ToDo list of this sheet.
760	30-Nov-2021	20:20	Philip Swannell	Improved some variable names.
759	30-Nov-2021	20:14	Philip Swannell	Corrected assignments of macros to buttons.
758	30-Nov-2021	19:31	Philip Swannell	Reduced use of global variable gResults by using its replacement gResults2.
757	30-Nov-2021	09:04	Philip Swannell	Now getting data back from Julia via JuliaEvalVBA's ability to serialise Julia dictionaries rather than by parsing a json file. My tests showed that this unserialisation is approx 5 times faster than the code I use for unserialising a json file.  But currently have two global variables. gResults contains the unserialisation of the json file and gResults2 contains the unserialisation via JuliaEvalVBA. Contents are not identical since the latter contains arrays where the former contains collections. So need to re-write the accessor functions. Have so far re-written method DataForPortfolioSheetVBA.
756	23-Nov-2021	10:40	Philip Swannell	Formatting only
755	23-Nov-2021	10:22	Philip Swannell	Attempted to run against compiled Julia code. Ran into problem with packages (LoopVectorization) not having all their dependencies present. Decided not to try to resolve for the time being, and reverted changes made to the VBA code.
754	22-Nov-2021	15:35	Philip Swannell	Bug fix to method CallViaJuliaExcel.
753	22-Nov-2021	15:11	Philip Swannell	Simplification: Now have only one way of calling Julia, via the JuliaExcel addin.
752	19-Nov-2021	18:56	Philip Swannell	Not sure if there are outstanding changes, release just in case.
751	19-Nov-2021	16:44	Philip Swannell	Fix to method GetFromRegistry.
750	19-Nov-2021	15:35	Philip Swannell	Started on changes to use JuliaExcel.
749	07-Oct-2021	15:38	Philip Swannell	Changed release cleanup to default AnalyticsProvider to "Julia scripted in running instance (Windows)".
748	07-Oct-2021	15:07	Philip Swannell	Bug fix necessary because sCSVRead does not replicate (bad) behaviour of sFileShow when reading csv file with field that is a date-like string surrounded by quote characters.
747	08-Feb-2021	15:27	Philip Swannell	Bug fix to method ChooseBanks. Mystery is that code as was should not have compiled.
746	04-Feb-2021	18:19	Philip Swannell	Config sheet now allows control of whether Threads are used. Trying to chase down causes of non thread-safety...
745	07-Dec-2020	15:49	Philip Swannell	Create test set now available from the menu.
744	07-Dec-2020	15:32	Philip Swannell	readme.txt --> Readme.md. Works better on GitHub.
743	02-Dec-2020	17:32	Philip Swannell	Updated some module names.
742	02-Dec-2020	17:27	Philip Swannell	Changed location of WindowsExe and LinuxExe
741	01-Dec-2020	19:29	Philip Swannell	Can now use AnalyticsProvider = ''Julia scripted in running instance (Linux)'.
740	01-Dec-2020	11:00	Philip Swannell	Change to formula on Config sheet.
739	30-Nov-2020	17:24	Philip Swannell	MZTools to remove declared but unused variables.
738	30-Nov-2020	17:22	Philip Swannell	There were still parts of the code attempting to support calypso trade format. Got rid of.
737	30-Nov-2020	16:30	Philip Swannell	Fixes to method CreateTestSet.
736	27-Nov-2020	15:13	Philip Swannell	Can now open trades in the file format that they are sent to Julia and convert to the format for the Portfolio sheet.
735	26-Nov-2020	16:52	Philip Swannell	Tweak to method CreateTestSet.
734	25-Nov-2020	16:21	Philip Swannell	New module modGenerateTestTrades
733	23-Nov-2020	20:08	Philip Swannell	Can now generate market data files containg discount factors and survival probabilities, rather than swap rates and credit spreads (via Julia code that converts the former to the latter).
732	23-Nov-2020	20:00	Philip Swannell	Order of columns in files saved for Julia is more sensible.
731	20-Nov-2020	15:53	Philip Swannell	ControlFile no longer has 'UseSobol' key.
730	19-Nov-2020	16:52	Philip Swannell	Much improved handling of errors in the Julia code.
729	19-Nov-2020	10:55	Philip Swannell	Updated ToDo list of this sheet.
728	19-Nov-2020	10:50	Philip Swannell	Tweak to ReleaseCleanup.
727	19-Nov-2020	10:47	Philip Swannell	Bug fix to OpenTradesFile. Morphing was incorrectly coded causing an error when trades did not need to be morphed.
726	19-Nov-2020	10:36	Philip Swannell	MZTools to remove declared but unused variables.
725	19-Nov-2020	10:25	Philip Swannell	Removed settings SaveSnapshot and NameSnapshot on Config sheet.
724	19-Nov-2020	10:11	Philip Swannell	Removed function ColumnNumber - now use global constants. Tweaks on sheet HiddenSheet.
723	19-Nov-2020	09:40	Philip Swannell	Methods PortfolioTradesToJuliaTrades, JuliaTradesToPortfolioTrades, FormatTradesRange, ValidateTrades all now use the same global constants for column positions.
722	18-Nov-2020	23:58	Philip Swannell	Fix to error handling in AP_Results.
721	18-Nov-2020	23:39	Philip Swannell	Control data no longer includes item IsShortfall.
720	18-Nov-2020	23:36	Philip Swannell	Added to ToDo list of this sheet.
719	18-Nov-2020	23:02	Philip Swannell	Mostly comments changed from mentioning R to mentioning Julia.
718	18-Nov-2020	22:50	Philip Swannell	JuliaTradeToPortfolioTrades and PortfolioTradesToJuliaTradees now seem to round-trip nicely. Also improvements to method CallJuliaViaSendKeys.
717	18-Nov-2020	19:56	Philip Swannell	WIP: JuliaTradeesToPortfolioTrades.
716	18-Nov-2020	19:09	Philip Swannell	Had to partially reverse changes for release 711. Turns out we still need the lines workbook?
715	18-Nov-2020	18:33	Philip Swannell	Reduced use of word "SCRiPT" in variable names etc.
714	18-Nov-2020	18:06	Philip Swannell	Bugfix to CounterpartiesOnPortfolioSheet
713	18-Nov-2020	17:42	Philip Swannell	Added necessary morphing code so that can open trade files saved by SCRiPT.xlsm.
712	18-Nov-2020	17:20	Philip Swannell	Have now eliminated all code that calls R.
711	18-Nov-2020	17:11	Philip Swannell	No longer use separate Lines book. Not necessary as we have dropped calculation of capital.
710	18-Nov-2020	15:23	Philip Swannell	Method ModelExists no longer calls R.
709	18-Nov-2020	15:12	Philip Swannell	Removed module modRegression and hidden sheet Regression.
708	18-Nov-2020	13:23	Philip Swannell	Bug fix to previous release.
707	18-Nov-2020	13:18	Philip Swannell	Removed method GenerateReports and associated menu item.
706	18-Nov-2020	13:00	Philip Swannell	Ran MZTools --> Clean Project. Hopefully fix multiple crashes I'm seeing while editing the VBA.
705	18-Nov-2020	12:55	Philip Swannell	Removed module modCalibrationReport and menu items that relate.
704	18-Nov-2020	12:51	Philip Swannell	Removed KVA item from main menu.
703	18-Nov-2020	12:38	Philip Swannell	Simplified Workbook_Open
702	18-Nov-2020	10:25	Philip Swannell	Removed declared but unused variables.
701	17-Nov-2020	17:05	Philip Swannell	Tweaks to shameful bodge method for calling Julia.
700	17-Nov-2020	16:18	Philip Swannell	ControlFile no longer contains key InterpolateCovariance.
699	17-Nov-2020	16:07	Philip Swannell	Bug fixes to method PortfolioTradesToJuliaTrades.
698	17-Nov-2020	11:38	Philip Swannell	Removed "AutoCalc" functionality. Too hard to implement given that the clunkiness of the current way of communicating between Julia and Excel?
697	16-Nov-2020	15:46	Philip Swannell	Now write control file etc to c:\Temp\XVA rather than c:\Temp\SCRiPT.
696	16-Nov-2020	15:03	Philip Swannell	Method ValidateTrades now works again.
695	16-Nov-2020	14:33	Philip Swannell	Method PortfolioTradesToJuliaTrades now works again.
694	13-Nov-2020	21:47	Philip Swannell	Changes on HiddenSheet.
693	13-Nov-2020	21:45	Philip Swannell	Method name changes.
692	13-Nov-2020	21:41	Philip Swannell	Changes for OIS: Changed double-click handler.
691	13-Nov-2020	21:36	Philip Swannell	Changes for OIS: Changed double-click handler and method FormatTradesRange.
690	13-Nov-2020	20:18	Philip Swannell	No longer clear portfolio sheet when releasing 
689	13-Nov-2020	20:13	Philip Swannell	Added sheet to show state of IRS and CCS when saved to R.
688	13-Nov-2020	10:21	Philip Swannell	Added a plan to hidden sheet 'Notes' for work to support OIS.
687	12-Nov-2020	16:03	Philip Swannell	Can now call Julia in a running instance, to avoid compilation overhead. It's a shameful bodge via sendkeys, but sort of works?
686	12-Nov-2020	11:12	Philip Swannell	Removed sheets Capital, CVAVar and SACCRTesting.
685	12-Nov-2020	10:50	Philip Swannell	Changes on the Config sheet.
684	12-Nov-2020	09:57	Philip Swannell	Fork this workbook from SCRiPT.xlsm to XVAFrontEnd.xlsm. Want to use it as a "front end" for the Julia code, and keeping it compatible with the R code would be difficult and a waste of time.
683	26-Oct-2020	16:46	Philip Swannell	Added another analytics provider - the Linux executable?
682	16-Oct-2020	16:12	Philip Swannell	Change to method SaveControlFile so that files written are compatible with both Julia code and R code, rather than being targeted at one or the other.
681	14-Oct-2020	10:11	Philip Swannell	Bug fix to SCRiPT_ResultsFromDictionary. Was not correctly handling case when the number of WHATIF trades is zero (in which case WHATIF results are absent to save memory).
680	13-Oct-2020	16:42	Philip Swannell	Control file now contains key AllowScalarsInResults
679	08-Oct-2020	17:00	Philip Swannell	Changed location of files (executables etc) held on the Config sheet.
678	22-Sep-2020	17:20	Philip Swannell	Can now calculate PFE without calculating KVA. KVA only "works" when AP is BERT and in any event KVA calculations are surely out of date?
677	18-Sep-2020	17:37	Philip Swannell	Fix to double-click handler on TradeViewer - was not working for AP = Julia.
676	18-Sep-2020	16:20	Philip Swannell	Rewrote method ApplySolumFormatting for better speed - was annoyingly slow when displaying Paths on CounterpartyViewer sheet.
675	17-Sep-2020	14:27	Philip Swannell	Simplification to the code that gets results from the "Analytics Provider" (AP). Interrogating the Dictionary gSCRiPTResults works whatever the Analytics Provider, so increasingly do that - but more work to do?
674	03-Sep-2020	17:16	Philip Swannell	Can now hook through to Julia executable.
673	27-Aug-2020	17:51	Philip Swannell	New setting on Config sheet: DoLogging.
672	27-Aug-2020	17:10	Philip Swannell	Work to reduce number of calles into BERT - aim for zero when not using BERT as AnalyticsProvider?
671	27-Aug-2020	15:53	Philip Swannell	TradeViewer sheet now works when AnalyticProvider is not BERT, but does not display cashflows in non-BERT mode.
670	27-Aug-2020	12:42	Philip Swannell	CounterpartyViewer sheet now shows trade data when AnalyticProvider is not BERT. Working on TradeViewer sheet.
669	26-Aug-2020	15:41	Philip Swannell	CounterpartyViewer sheet now mostly works with executable - no trade data though?
668	24-Aug-2020	20:02	Philip Swannell	First cut of method SCRiPT_ResultsVBA, a port from R of method SCRiPT_Results. Gets data from the Dictionary gSCRiPTResults rather than from the R list SCRiPTResults. Needs more testing and "plumbing in".
667	20-Aug-2020	20:14	Philip Swannell	Method RunRCode (will soon be a misnomer) now updates PVs shown on Portfolio sheet when calling into executable, not yet working for inflation trades.
666	20-Aug-2020	13:07	Philip Swannell	Can now use Rscript.exe (preparation for Julia executable). xVADashboard updating works, mostly, but not in PVOnly mode and not for KVAs?
665	17-Aug-2020	17:49	Philip Swannell	Status bar changes.
664	17-Aug-2020	17:19	Philip Swannell	New use new VBA method ConfigRange to access data from the Config sheet of this workbook.
663	17-Aug-2020	16:53	Philip Swannell	Changes so that we can call R code via Rscript.exe rather than via BERT. This makes call into R more similar to how R code is called under Linux by Xplain. Next step will be to allow calling of the Julia code?
662	04-Mar-2020	12:10	Philip Swannell	Fixed more bugs in method RunRCode that were introduced by release 659.
661	03-Mar-2020	09:52	Philip Swannell	Corrected call to SaveDataFromMarketWorkbookToFile, which had been broken by release 659.
660	07-Feb-2020	14:49	Philip Swannell	Change to method ValidateFxStrip. Old code was insisting that signs of Notional1 and Notional2 had to be different, but in fact they have to be the same. Rather perplexing...
659	07-Feb-2020	14:09	Philip Swannell	File locations in SCRiPTControl.json can be given with addresses relative to the location of SCRiPTControl.json. Makes it easier to set up regression tests etc.
658	22-Jan-2020	11:04	Philip Swannell	Fixed size of menu button on Portfolio sheet.
657	22-Jan-2020	10:57	Philip Swannell	Fixed compile error caused by recent changes in SolumAddin.
656	14-Nov-2019	13:12	Philip Swannell	Changed error handling in method UpdatePortfolioSheet.
655	14-Nov-2019	11:12	Philip Swannell	Fix to CalculateRequiredMarketData. Code was making assumption about trade data that is violated by InflationYoYSwap.
654	14-Nov-2019	10:25	Philip Swannell	Changes to method ValidateTrades to better handle InflationYoYSwap.
653	04-Nov-2019	18:21	Philip Swannell	Re-release.
652	04-Nov-2019	11:54	Philip Swannell	Config sheet now has setting UseCachedModel - useful for project to port the R code to Julia (which is so much faster than R that model caching is not necessary).
651	18-Oct-2019	13:18	Philip Swannell	Bug fix to method ValidateFxStrip.
650	18-Oct-2019	11:22	Philip Swannell	Tweak to method UpdateTradeTemplates.
649	16-Jul-2019	09:09	Philip Swannell	Bug fix to method ValidateInflationIndex
648	14-May-2019	10:52	Philip Swannell	Ran AmendVBA again - this time processing the class modules of the sheets.
647	10-May-2019	15:52	Philip Swannell	Ran AmendVBA again - this time sorting of Dim statements is case-insensitive.
646	10-May-2019	14:02	Philip Swannell	Ran AmendVBA.
645	13-Feb-2019	09:17	Philip Swannell	Force2DArray bug fix to method CleanUpBackUps.
644	07-Feb-2019	14:57	Philip Swannell	Sheets TradeViewer and CounterpartyViewer now show survival probabilities.
643	07-Feb-2019	12:08	Philip Swannell	Tweak to GetTradesSummary.
642	07-Feb-2019	11:49	Philip Swannell	Function TradeFileInfo replaces old functions CheckSumFromTradesFile and GetTradesSummaryFromFile.
641	06-Feb-2019	13:44	Philip Swannell	Tweaks to method CheckSumFromTradesFile.
640	06-Feb-2019	13:02	Philip Swannell	Improved method CleanUpBackUps. Was never deleting backups. Now delete older bbackups that duplicate younger backups and also allow no more than 40 backups.
639	05-Feb-2019	17:34	Philip Swannell	Changes in method CloseTrades.
638	05-Feb-2019	13:03	Philip Swannell	CloseTrades now available from menu.
637	04-Feb-2019	17:45	Philip Swannell	Added method CloseTrades, but still work in progress.
636	01-Feb-2019	15:44	Philip Swannell	Speedup to ValidateInflationIndex.
635	31-Jan-2019	12:15	Philip Swannell	Re-wrote method ValidateCurrency to longer require editing each time we add a supported currency, but still be fast.
634	31-Jan-2019	11:30	Philip Swannell	Amended function ValidateCurrency
633	30-Jan-2019	16:30	Philip Swannell	Changed default Trade ID format from "Trade 001" to "T00001"
632	30-Jan-2019	16:17	Philip Swannell	Improved error messages in method ValidateTrades.
631	30-Jan-2019	15:29	Philip Swannell	Upped maximum number of trades that can be added in a oner from 1,000 to 10,000.
630	18-Jan-2019	11:07	Philip Swannell	Now show FCA and FBA on xVADashboard and on CounterpartyViewer sheet.
629	17-Jan-2019	18:09	Philip Swannell	Menu changes.
628	17-Jan-2019	17:38	Philip Swannell	Changes to GetDataForDashboard to cope with changes in R code.
627	17-Jan-2019	15:58	Philip Swannell	Fixed double-click bug on sheet xVADashboard.
626	17-Jan-2019	14:20	Philip Swannell	Formatting changes on Config sheet.
625	16-Jan-2019	18:20	Philip Swannell	Fixed bug if all trades for a counterparty have matured.
624	15-Jan-2019	17:06	Philip Swannell	Formatting on Config sheet.
623	15-Jan-2019	17:03	Philip Swannell	Correction to previous release.
622	15-Jan-2019	16:15	Philip Swannell	Tweak to method ShowMenu running in "AddOneTrade" mode.
621	15-Jan-2019	12:35	Philip Swannell	First version with FVA replaced by FCA and FBA. Further work needed to calculate in the same manner as we calculate CVA (for speed)
620	11-Jan-2019	15:51	Philip Swannell	Test release.
619	10-Jan-2019	15:06	Philip Swannell	Fixed compile errors caused by recent changes in SolumAddin.
618	10-Jan-2019	10:55	Philip Swannell	Changed calls to GetCopiedRange.
617	03-Jan-2019	15:41	Philip Swannell	Tweak to method LocalTemp.
616	03-Jan-2019	15:06	Philip Swannell	Changed error handling in method GetCurrenciesFromR.
615	03-Jan-2019	12:39	Philip Swannell	Calibration Report now more prominent in menu.
614	03-Jan-2019	11:18	Philip Swannell	Work on Calibration Report.
613	20-Dec-2018	15:01	Philip Swannell	Work on Calibration Report.
612	20-Dec-2018	13:16	Philip Swannell	Work on Calibration Report.
611	20-Dec-2018	08:47	Philip Swannell	Tweak to method GetTradesSummaryFromFile.
610	19-Dec-2018	17:38	Philip Swannell	Work on Calibration Report.
609	19-Dec-2018	16:05	Philip Swannell	Menu changes.
608	19-Dec-2018	12:08	Philip Swannell	New module modCheckCalibration and new menu item "Calibration Report"
607	14-Dec-2018	15:30	Philip Swannell	Improved Snapshot Name dialog.
606	13-Dec-2018	17:21	Philip Swannell	Formatting on Config sheet.
605	13-Dec-2018	17:08	Philip Swannell	Code indenting (previous edits on PC without MZTools).
604	13-Dec-2018	16:52	Philip Swannell	Fewer errors when trying to run on a PC without the necessary R packages.
603	13-Dec-2018	10:12	Philip Swannell	Work on saving Snapshots for better regression testing.
602	12-Dec-2018	18:34	Philip Swannell	When Logging is one we save a time-stamped copy of the Results file for use in Regression testing.
601	12-Dec-2018	16:52	Philip Swannell	Improved ReleaseCleanup.
600	12-Dec-2018	16:48	Philip Swannell	Tweak in class module of Config sheet.
599	12-Dec-2018	16:14	Philip Swannell	Config sheet now has RSourcePath.
598	11-Dec-2018	18:01	Philip Swannell	Fixes to GetCalibratedVols and GetCalibratedFxVols.
597	10-Dec-2018	09:11	Philip Swannell	Improved error handling in RangeFromMarketDataBook. Tweak to SetValidationForNotional.
596	04-Dec-2018	14:30	Philip Swannell	throw > Throw
595	03-Dec-2018	15:53	Philip Swannell	Method ShowInputAndOutputFiles no longer shows Model file since it's binary.
594	30-Nov-2018	14:25	Philip Swannell	Added menu item to "Build Hull-White Model from discount factors" to test R code as MetaSite would call it.
593	29-Nov-2018	14:26	Philip Swannell	Added menu item to view log files in NotePad++
592	15-Oct-2018	15:51	Philip Swannell	Changes for Metasite.
591	15-Oct-2018	14:48	Philip Swannell	More ControlFile changes.
590	15-Oct-2018	14:30	Philip Swannell	ControlFile can now contain instruction "LogFile".
589	05-Oct-2018	10:50	Philip Swannell	Changes to menu.
588	05-Oct-2018	09:56	Philip Swannell	Bug fix to handling of sheet protection in method UpdateCounterpartyViewerSheet
587	04-Oct-2018	13:55	Philip Swannell	Ready for delivery to MetaSite.
586	04-Oct-2018	12:19	Philip Swannell	Work in progress on cached model.
585	04-Oct-2018	12:07	Philip Swannell	Work in progress on cached model.
584	07-Sep-2018	09:28	Philip Swannell	Fixed type mismatch in ShowMenu that could happen if the range TradesFileName on the Portfolio sheet was empty. Not sure how that gets to be empty though.
583	13-Jul-2018	12:49	Philip Swannell	Fix bug in FixedCashflowsDoubleClickHandler - bug manifested when TransitionNavigationKeys was FALSE.
582	22-Jun-2018	13:49	Philip Swannell	Fixed compile errors caused by recent changes in SolumAddin.
581	15-May-2018	13:49	Philip Swannell	Removed Stop statements in a couple of error handlers.
580	15-May-2018	13:45	Philip Swannell	Fix to MyFxPerBaseCcy. Was broken because of changed behaviour of BERT which now returns an extra column when an R matrix has non-NULL dimnames
579	11-May-2018	13:22	Philip Swannell	Fix to OpenBackups. Was showing no backup as a consequence of non-backwards change to sDirList's treatment of FileFilter argument.
578	04-May-2018	16:51	Philip Swannell	Small change on Hidden sheet - fixes small problem with viewing trade cashflows.
577	03-May-2018	16:43	Philip Swannell	Fix to type mismatch that is caused by changes to the berhaviour of BERT when "singletons" are returned.
576	20-Mar-2018	16:02	Philip Swannell	We now save two market files: SCRiPTMarketRates.json and SCRiPTMarketDiscountFactors.json.
575	19-Mar-2018	16:53	Philip Swannell	Further changes to remove calls to EnhanceTradeData.
574	19-Mar-2018	16:26	Philip Swannell	Bug fix to method ViewTradeCashflows, broken since we removed the R function EnhanceTradeData.
573	16-Mar-2018	17:53	Philip Swannell	When adding a new trade of type FxForward, suggested trade will now have zero PV.
572	16-Mar-2018	09:41	Philip Swannell	Added menu item 'Show Input and Output files'.
571	08-Mar-2018	14:37	Philip Swannell	Tweak to menu item Save Trades
570	08-Mar-2018	10:01	Philip Swannell	Released work done at home.
569	07-Mar-2018	14:00	Philip Swannell	Removed Boolean flag BuildCurvesOnly - it was logically redundant.
568	07-Mar-2018	11:52	Philip Swannell	Bug fix to method ChooseBanks. Bug could result in mal-formed data being saved to SCRiPTControl.json.
567	05-Mar-2018	13:26	Philip Swannell	Code comments only.
566	05-Mar-2018	09:26	Philip Swannell	Released work done at home.
565	02-Mar-2018	18:28	Philip Swannell	Bug fixes to problems caused by R refactoring.
564	02-Mar-2018	15:13	Philip Swannell	Changes to work with refactored R code.
563	02-Mar-2018	11:40	Philip Swannell	Improved explanations on Config sheet.
562	02-Mar-2018	10:32	Philip Swannell	Work on displaying results when OnValuationErrors = 'Continue' and there were indeed errors.
561	01-Mar-2018	14:24	Philip Swannell	Tweaks to menu for solving.
560	01-Mar-2018	11:34	Philip Swannell	PartyID > PartyName
559	01-Mar-2018	08:30	Philip Swannell	Added global constant gDoValidation, which can be used to switch off much of the Excel and VBA-level validation of trade data and thus allows better testing of the R code's handling of bad data - necessary as we plan to use the R code with a different front-end.
558	01-Mar-2018	07:38	Philip Swannell	New Config sheet setting OnValuationErrors, with allowed values "Continue" and "Stop".
557	28-Feb-2018	15:33	Philip Swannell	Changes to reflect simplification of R code - all results are help in a single list SCRiPTResults
556	28-Feb-2018	11:23	Philip Swannell	Change in R code: uniqueident > PartyID
555	27-Feb-2018	14:26	Philip Swannell	No longer access SCRiPTControl object in R
554	27-Feb-2018	12:30	Philip Swannell	Reforms to error handling. For trade PVs, no longer "give up" on encountering first trade that fails to value - plan to do similar for netset pvs and XVAs. Also removed method TradePVsFromR.
553	26-Feb-2018	17:12	Philip Swannell	Bug fix to method ParseLazyDate.
552	26-Feb-2018	16:42	Philip Swannell	Changes to handling of trades that give errors when valued.
551	26-Feb-2018	14:54	Philip Swannell	Tweak to method LocalTemp.
550	26-Feb-2018	11:21	Philip Swannell	We now call an R function RunSCRiPT instead of simply sourcing SCRiPTMain.R
549	21-Feb-2018	15:44	Philip Swannell	MZTools to remove declared but unused variables.
548	21-Feb-2018	13:59	Philip Swannell	Changes to Alignment on sheet CVAVaR
547	21-Feb-2018	13:22	Philip Swannell	Pass gWHATIF to functions in SCRiPTInterface.R
546	21-Feb-2018	11:26	Philip Swannell	Now save SelfPartyName and WhatIfPartyName to the ControlFile.
545	21-Feb-2018	10:58	Philip Swannell	Reverted to 542 since workbook got corrupted.
542	20-Feb-2018	15:59	Philip Swannell	ControlFile now has element BuildCurvesFromRates.
541	20-Feb-2018	12:22	Philip Swannell	Changes in method RunRCode
540	19-Feb-2018	10:39	Philip Swannell	Released work done at home on 9 Feb. Communicating trade data to R via flat file seems to be working now.
539	08-Feb-2018	17:28	Philip Swannell	Saving control data via json seems to be working. Started work to save trade data as csv. Needs work on the R side however?
538	07-Feb-2018	18:59	Philip Swannell	Started work on saving "ControlData" to a json file
537	07-Feb-2018	16:21	Philip Swannell	Removed internal variable DoTradeLevelCalc
536	07-Feb-2018	10:22	Philip Swannell	Released work done at home.
535	06-Feb-2018	19:52	Philip Swannell	Changes to accommodate sending market data to R via json file - can no longer grab data from R's input_... Variables instead we must look into R's model.
534	06-Feb-2018	14:27	Philip Swannell	No longer call SaveDataFromMarketWorkbookToR, but SaveDataFromMarketWorkbookToJSON instead.
533	02-Feb-2018	15:30	Philip Swannell	Added ad-hoc method SaveTradesForMetasite.
532	02-Feb-2018	15:02	Philip Swannell	Bug fix to code that annotates recent trades file list with summary of trade file contents.
531	30-Jan-2018	08:32	Philip Swannell	Removed call to ShowFileInTextEditor that was left in in error.
530	29-Jan-2018	17:03	Philip Swannell	Method RunRCode now calls SaveDataFromMarketWorkbookToFile in addition to SaveDataFromMarketWorkbookToR.
529	18-Jan-2018	14:49	Philip Swannell	Tweaks to FormatTradesRange.
528	18-Jan-2018	14:37	Philip Swannell	Tweaks to FormatTradesRange.
527	17-Jan-2018	15:14	Philip Swannell	Tweaks to FormatTradesRange.
526	12-Dec-2017	14:31	Philip Swannell	Removed call to funciton CleanErrorFromR.
525	11-Dec-2017	11:13	Philip Swannell	Method GetTradesSummaryFromFile now copes with both trade file formats.
524	11-Dec-2017	10:40	Philip Swannell	Change in ShowMenu to grey-out "Save Trades" when currently-open trades file is not an stf file.
523	11-Dec-2017	10:10	Philip Swannell	Changes in Workbook_Open event.
522	07-Dec-2017	21:30	Philip Swannell	Bug fixes to method AmendMRU
521	07-Dec-2017	08:56	Philip Swannell	Changes in SaveTradesFile and GetTradesSummaryFromFile
520	06-Dec-2017	17:08	Philip Swannell	Fix to method IsPFEDataAvailable.
519	06-Dec-2017	16:31	Philip Swannell	Memory-saving change to how R code saves data for WhatIf trades
518	06-Dec-2017	14:03	Philip Swannell	More work on switching to using SCRiPT_Results
517	06-Dec-2017	13:48	Philip Swannell	Switch to using new method SCRiPT_Results in place of DataForViewerSheet, PathsForViewerSheet and NetsetResults.
516	05-Dec-2017	18:28	Philip Swannell	Bug fix to GetTradesSummary
515	05-Dec-2017	18:24	Philip Swannell	Bug fix to method AmendMRU
514	05-Dec-2017	16:05	Philip Swannell	Changes to the R code called to update TradeViewer and CounterpartyViewer sheets.
513	05-Dec-2017	13:12	Philip Swannell	Speedups via caching (memoising) to trade summary changes.
512	05-Dec-2017	12:16	Philip Swannell	Recently-used files list now shows brief summary of the file's contents (2).
511	05-Dec-2017	12:11	Philip Swannell	Recently-used files list now shows brief summary of the file's contents.
510	05-Dec-2017	10:40	Philip Swannell	Changes in Workbook_BeforeSave.
509	05-Dec-2017	10:37	Philip Swannell	Work on trade backups.
508	04-Dec-2017	18:48	Philip Swannell	New setting on Config sheet: SaveCubes, and changes to code that refreshes the TradeViewer sheet and the Counterparty viewer sheet.
507	04-Dec-2017	08:56	Philip Swannell	Ran Ribbon Commander Code Cleaner.
506	01-Dec-2017	17:55	Philip Swannell	Method PasteTradesToPortfolioSheet now calls ResetSortButtons and RepositionSortButtons.
